Event	ID	Name			Wwise Object Path	Notes
	128625444	Door_Close			\Default Work Unit\SFX Events\Doors\Door_Close	
	271451359	Play_Enemy_Caution_Sounds			\Default Work Unit\SFX Events\Enemy\Play_Enemy_Caution_Sounds	
	278617630	Play_Ambience			\Default Work Unit\SFX Events\Ambience\Play_Ambience	
	377921503	Stop_Run_Heavy			\Default Work Unit\SFX Events\Stamina\Stop_Run_Heavy	
	523050301	Play_Lights_Power_On			\Default Work Unit\SFX Events\Lights\Play_Lights_Power_On	
	535830432	Door_Open			\Default Work Unit\SFX Events\Doors\Door_Open	
	1047608429	Start_Run			\Default Work Unit\SFX Events\Stamina\Start_Run	
	1225062921	Play_Lights_Power_Off			\Default Work Unit\SFX Events\Lights\Play_Lights_Power_Off	
	1238538214	Play_Ambient_Music			\Default Work Unit\Music Events\Play_Ambient_Music	
	1550503061	Death_Music			\Default Work Unit\Music Events\Death_Music	
	1602358412	Play_Footstep			\Default Work Unit\SFX Events\Footsteps\Play_Footstep	
	1708558952	Play_Enemy_Chase_Sounds			\Default Work Unit\SFX Events\Enemy\Play_Enemy_Chase_Sounds	
	2141040177	Stop_Run_Gentle			\Default Work Unit\SFX Events\Stamina\Stop_Run_Gentle	
	2477713992	Stop_Ambience			\Default Work Unit\SFX Events\Ambience\Stop_Ambience	
	3140010222	Stamina_Depleted			\Default Work Unit\SFX Events\Stamina\Stamina_Depleted	
	3237721180	Play_Chase_Music			\Default Work Unit\Music Events\Play_Chase_Music	
	3668695751	Play_Enemy_Footstep			\Default Work Unit\SFX Events\Enemy\Play_Enemy_Footstep	
	3793582191	Play_Enemy_Passive_Sounds			\Default Work Unit\SFX Events\Enemy\Play_Enemy_Passive_Sounds	

Switch Group	ID	Name			Wwise Object Path	Notes
	2384895876	Stamina_SwitchGroup			\Default Work Unit\SFX\Stamina_SwitchGroup	
	2636152114	Enemy_Footsteps_Switch			\Default Work Unit\SFX\Enemy\Enemy_Footsteps_Switch	
	3003400238	Footsteps_Movement_SwitchGroup			\Default Work Unit\SFX\Footsteps\Footsteps_Movement_SwitchGroup	
	3591549221	Footsteps_Surface_Type			\Default Work Unit\SFX\Footsteps\Footsteps_Surface_Type	

Switch	ID	Name	Switch Group			Notes
	137101767	Low_Stamina	Stamina_SwitchGroup			
	1086848559	Med_Stamina	Stamina_SwitchGroup			
	2215259642	Depleted_Stamina	Stamina_SwitchGroup			
	3010251139	High_Stamina	Stamina_SwitchGroup			
	2058049674	Wood	Enemy_Footsteps_Switch			
	2637588553	Tile	Enemy_Footsteps_Switch			
	340271938	Walking	Footsteps_Movement_SwitchGroup			
	499013305	Crouching	Footsteps_Movement_SwitchGroup			
	3863236874	Running	Footsteps_Movement_SwitchGroup			
	2058049674	Wood	Footsteps_Surface_Type			
	2637588553	Tile	Footsteps_Surface_Type			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1444042553	Danger_Warning			\Default Work Unit\Gameplay Parameters\Danger_Warning	
	1647820939	Stamina_Level			\Default Work Unit\Gameplay Parameters\Stamina_Level	
	2255146617	Footsteps_Movement_Type			\Default Work Unit\Gameplay Parameters\Footsteps\Footsteps_Movement_Type	
	3056858324	Num_of_Keys			\Default Work Unit\Gameplay Parameters\Num_of_Keys	
	3591549221	Footsteps_Surface_Type			\Default Work Unit\Gameplay Parameters\Footsteps\Footsteps_Surface_Type	
	3872528370	Enemy_Footsteps_Surface_Type			\Default Work Unit\Gameplay Parameters\Enemy\Enemy_Footsteps_Surface_Type	

Modulator LFO	ID	Name			Wwise Object Path	Notes
	396463854	Enemy LFO 2			\Default Work Unit\Enemy LFO 2	
	550849548	EnemyLF0			\Default Work Unit\EnemyLF0	
	825176881	Ambience LFO			\Default Work Unit\Ambience LFO	

Audio Bus	ID	Name			Wwise Object Path	Notes
	393239870	SFX			\Default Work Unit\Master Audio Bus\SFX	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	
	3991942870	Music			\Default Work Unit\Master Audio Bus\Music	

Auxiliary Bus	ID	Name			Wwise Object Path	Notes
	718557711	RvbZone_Tiled_Rooms			\Default Work Unit\Master Audio Bus\RvbZone_Tiled_Rooms	
	741810926	RvbZone_Large_Rooms			\Default Work Unit\Master Audio Bus\RvbZone_Large_Rooms	
	1037034650	RvbZone_Small_Rooms			\Default Work Unit\Master Audio Bus\RvbZone_Small_Rooms	
	1102545430	RvbZone_Narrow_Rooms			\Default Work Unit\Master Audio Bus\RvbZone_Narrow_Rooms	

Effect plug-ins	ID	Name	Type				Notes
	203799597	Enemy_fs_tile_7	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_tile_7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Tile Footsteps\Enemy_fs_tile_7		496292
	204190487	Low_Door_Open_1	Y:\Downloads\Test 2\.cache\Windows\SFX\Low_Door_Open_1_9D1584DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Doors\Door Open\Low Door Open\Low_Door_Open_1		441192
	215875577	tile_fs_walk_4	Y:\Downloads\Test 2\.cache\Windows\SFX\tile_fs_walk_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Walking Footsteps\Tile Walk\tile_fs_walk_4		262336
	225633521	wood_fs_walk_5	Y:\Downloads\Test 2\.cache\Windows\SFX\wood_fs_walk_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Walking Footsteps\Wood Walk\wood_fs_walk_5		262336
	235128404	wood_fs_run_3	Y:\Downloads\Test 2\.cache\Windows\SFX\wood_fs_run_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Running Footsteps\Wood Run\wood_fs_run_3		262336
	255009511	Chase_var_4	Y:\Downloads\Test 2\.cache\Windows\SFX\Chase_var_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Chase\Enemy Variations\Chase_var_4		1160604
	267050312	Enemy_fs_tile_1	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_tile_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Tile Footsteps\Enemy_fs_tile_1		234148
	287037463	Caution_var_6	Y:\Downloads\Test 2\.cache\Windows\SFX\Caution_var_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Caution\Enemy Variations\Enemy Variations (Caution)\Caution_var_6		356516
	295821180	Enemy_fs_wood_2	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_wood_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Wood Footsteps\Enemy_fs_wood_2		496340
	349922209	Enemy_fs_wood_3	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_wood_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Wood Footsteps\Enemy_fs_wood_3		496340
	361019455	Enemy_fs_tile_5	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_tile_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Tile Footsteps\Enemy_fs_tile_5		234148
	362204658	Passive_var_6	Y:\Downloads\Test 2\.cache\Windows\SFX\Passive_var_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Passive\Enemy Passive Variations\Passive_var_6		926292
	362801264	Danger_Heartbeat	Y:\Downloads\Test 2\.cache\Windows\SFX\Heartbeat_Danger_CAFAEEC9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Heartbeat\Danger_Heartbeat		1644624
	377176857	tile_fs_walk_1	Y:\Downloads\Test 2\.cache\Windows\SFX\tile_fs_walk_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Walking Footsteps\Tile Walk\tile_fs_walk_1		262336
	385170959	Passive_var_5	Y:\Downloads\Test 2\.cache\Windows\SFX\Passive_var_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Passive\Enemy Passive Variations\Passive_var_5		880820
	391406086	tile_fs_run_3	Y:\Downloads\Test 2\.cache\Windows\SFX\tile_fs_run_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Running Footsteps\Tile Run\tile_fs_run_3		262336
	446270413	Caution_var_5	Y:\Downloads\Test 2\.cache\Windows\SFX\Caution_var_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Caution\Enemy Variations\Enemy Variations (Caution)\Caution_var_5		356516
	473463524	Caution_var_8	Y:\Downloads\Test 2\.cache\Windows\SFX\Caution_var_8_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Caution\Enemy Variations\Enemy Variations (Caution)\Caution_var_8		356516
	479321780	tile_fs_walk_2	Y:\Downloads\Test 2\.cache\Windows\SFX\tile_fs_walk_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Walking Footsteps\Tile Walk\tile_fs_walk_2		262336
	483375584	Door_Close_2	Y:\Downloads\Test 2\.cache\Windows\SFX\Door_Close_2_B8454FB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Doors\Door Close\Door Close\Door_Close_2		524480
	520793624	High_Door_Open_3	Y:\Downloads\Test 2\.cache\Windows\SFX\High_Door_Open_3_F340491B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Doors\Door Open\High Door Open\High_Door_Open_3		441192
	526855242	Caution_var_3	Y:\Downloads\Test 2\.cache\Windows\SFX\Caution_var_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Caution\Enemy Variations\Enemy Variations (Caution)\Caution_var_3		356516
	527141422	Enemy_fs_wood_5	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_wood_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Wood Footsteps\Enemy_fs_wood_5		496340
	530507452	tile_fs_walk_3	Y:\Downloads\Test 2\.cache\Windows\SFX\tile_fs_walk_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Walking Footsteps\Tile Walk\tile_fs_walk_3		262336
	530980148	Lights_Power_On_Test1	Y:\Downloads\Test 2\.cache\Windows\SFX\Lights_Power_On_Test1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Lights\Lights_Power_On_Test1		393360
	532809091	tile_fs_crouch_2	Y:\Downloads\Test 2\.cache\Windows\SFX\tile_fs_crouch_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Crouching Footsteps\Tile Crouch\tile_fs_crouch_2		262336
	554635539	Enemy_fs_wood_6	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_wood_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Wood Footsteps\Enemy_fs_wood_6		496292
	572467715	High_Door_Open_1	Y:\Downloads\Test 2\.cache\Windows\SFX\High_Door_Open_1_6934C515.wem		\Actor-Mixer Hierarchy\Default Work Unit\Doors\Door Open\High Door Open\High_Door_Open_1		441192
	585635104	High_Door_Open_2	Y:\Downloads\Test 2\.cache\Windows\SFX\High_Door_Open_2_6742F08F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Doors\Door Close\High Door Close\High_Door_Open_2		529392
	586082498	Low_Door_Open_3	Y:\Downloads\Test 2\.cache\Windows\SFX\Low_Door_Open_3_9D1584DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Doors\Door Open\Low Door Open\Low_Door_Open_3		441192
	600710901	tile_fs_run_5	Y:\Downloads\Test 2\.cache\Windows\SFX\tile_fs_run_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Running Footsteps\Tile Run\tile_fs_run_5		262336
	611208096	Enemy_fs_tile_3	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_tile_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Tile Footsteps\Enemy_fs_tile_3		234148
	614518866	Passive_var_2	Y:\Downloads\Test 2\.cache\Windows\SFX\Passive_var_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Passive\Enemy Passive Variations\Passive_var_2		356532
	616222312	Wind_Ambience	Y:\Downloads\Test 2\.cache\Windows\SFX\Wind_Ambience_C3AC051A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Wind_Ambience		3528144
	634015941	High_Door_Open_2	Y:\Downloads\Test 2\.cache\Windows\SFX\High_Door_Open_2_9D1584DB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Doors\Door Open\High Door Open\High_Door_Open_2		441192
	648660458	Low Stamina	Y:\Downloads\Test 2\.cache\Windows\SFX\Low_Stamina_Breathing_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Stamina\Heavy Breathing Switch\Low Stamina		1455492
	651469099	Enemy_fs_tile_4	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_tile_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Tile Footsteps\Enemy_fs_tile_4		234148
	662933913	Caution_var_9	Y:\Downloads\Test 2\.cache\Windows\SFX\Caution_var_9_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Caution\Enemy Variations\Enemy Variations (Caution)\Caution_var_9		356516
	666960095	Enemy_fs_tile_6	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_tile_6_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Tile Footsteps\Enemy_fs_tile_6		234148
	682434907	wood_fs_crouch_1	Y:\Downloads\Test 2\.cache\Windows\SFX\wood_fs_crouch_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Crouching Footsteps\Wood Crouch\wood_fs_crouch_1		262336
	711518939	Low_Door_Open_1	Y:\Downloads\Test 2\.cache\Windows\SFX\Low_Door_Open_1_6742F08F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Doors\Door Close\Low Door Close\Low_Door_Open_1		529392
	715753533	Caution_var_2	Y:\Downloads\Test 2\.cache\Windows\SFX\Caution_var_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Caution\Enemy Variations\Enemy Variations (Caution)\Caution_var_2		356548
	716126964	wood_fs_crouch_2	Y:\Downloads\Test 2\.cache\Windows\SFX\wood_fs_crouch_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Crouching Footsteps\Wood Crouch\wood_fs_crouch_2		262336
	720861378	Low_Door_Open_2	Y:\Downloads\Test 2\.cache\Windows\SFX\Low_Door_Open_2_B43AA1EA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Doors\Door Open\Low Door Open\Low_Door_Open_2		441192
	727497738	Enemy_fs_wood_7	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_wood_7_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Wood Footsteps\Enemy_fs_wood_7		496292
	733641677	Low_Door_Open_3	Y:\Downloads\Test 2\.cache\Windows\SFX\Low_Door_Open_3_6742F08F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Doors\Door Close\Low Door Close\Low_Door_Open_3		529392
	759301855	Stop Med Stamina	Y:\Downloads\Test 2\.cache\Windows\SFX\Stop_Med_Stamina_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Stamina\Run Stop Switch\Stop Med Stamina		1124692
	766920340	wood_fs_walk_2	Y:\Downloads\Test 2\.cache\Windows\SFX\wood_fs_walk_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Walking Footsteps\Wood Walk\wood_fs_walk_2		262336
	805418482	Chase_var_1	Y:\Downloads\Test 2\.cache\Windows\SFX\Chase_var_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Chase\Enemy Variations\Chase_var_1		636316
	809688070	Caution_var_4	Y:\Downloads\Test 2\.cache\Windows\SFX\Caution_var_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Caution\Enemy Variations\Enemy Variations (Caution)\Caution_var_4		356516
	822052185	Enemy_fs_wood_4	Y:\Downloads\Test 2\.cache\Windows\SFX\Enemy_fs_wood_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Footstep Switch\Enemy Wood Footsteps\Enemy_fs_wood_4		234196
	832019294	Chase_var_2	Y:\Downloads\Test 2\.cache\Windows\SFX\Chase_var_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemy Sounds\Enemy Chase\Enemy Variations\Chase_var_2		898460
	856828164	wood_fs_run_1	Y:\Downloads\Test 2\.cache\Windows\SFX\wood_fs_run_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Running Footsteps\Wood Run\wood_fs_run_1		262336
	858817638	Stop Low Stamina	Y:\Downloads\Test 2\.cache\Windows\SFX\Stop_Low_Stamina_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Stamina\Run Stop Switch\Stop Low Stamina		1110040
	860164930	tile_fs_walk_5	Y:\Downloads\Test 2\.cache\Windows\SFX\tile_fs_walk_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Walking Footsteps\Tile Walk\tile_fs_walk_5		262336
	862842378	tile_fs_crouch_1	Y:\Downloads\Test 2\.cache\Windows\SFX\tile_fs_crouch_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Crouching Footsteps\Tile Crouch\tile_fs_crouch_1		262336
	903285620	tile_fs_crouch_4	Y:\Downloads\Test 2\.cache\Windows\SFX\tile_fs_crouch_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Footsteps\Footstep Movement Type Switch\Crouching Footsteps\Tile Crouch\tile_fs_crouch_4		262336
